date,item,category,temp,tempmin,tempmax,humidity,precip,base_shelf_life_days,ideal_temp_c,q10,adjusted_shelf_life,humidity_factor,humidity_adjusted_shelf_life,humidity_level,humidity_coeff,temp_only,temp_humidity,monsoon_flag,combined_spoilage_factor,waste_flag
2022-01-01,Milk,Dairy,11.9,6.3,19.5,80.7,0.0,6,4,2.0,3.470064551715862,0.9586,3.3264038792748254,High,0.002,3.470064551715862,3.3264038792748254,1,1.8722418281203128,False
2022-01-01,Paneer,Dairy,11.9,6.3,19.5,80.7,0.0,4,4,2.2,2.1455867249710714,0.9586,2.056759434557269,High,0.002,2.1455867249710714,2.056759434557269,1,2.0186552934877975,True
2022-01-01,Curd,Dairy,11.9,6.3,19.5,80.7,0.0,8,4,2.0,4.6267527356211495,0.9586,4.435205172366434,High,0.002,4.6267527356211495,4.435205172366434,1,1.8722418281203128,False
2022-01-01,Eggs,Dairy,11.9,6.3,19.5,80.7,0.0,14,4,1.9,8.431652336751709,0.9586,8.082581930010187,High,0.002,8.431652336751709,8.082581930010187,1,1.7978919664327713,False
2022-01-01,Spinach,LeafyVegetable,11.9,6.3,19.5,80.7,0.0,3,5,2.5,1.594199427145467,0.8758,1.396199858294,High,0.006,1.594199427145467,1.396199858294,1,2.037637164264011,True
2022-01-01,Coriander,LeafyVegetable,11.9,6.3,19.5,80.7,0.0,2,5,2.5,1.062799618096978,0.8758,0.9307999055293334,High,0.006,1.062799618096978,0.9307999055293334,1,2.037637164264011,True
2022-01-01,Tomato,Vegetable,11.9,6.3,19.5,80.7,0.0,6,15,2.2,7.661296696404729,0.9379,7.1855301715579944,High,0.003,7.661296696404729,7.1855301715579944,1,0.8480026629237319,False
2022-01-01,Potato,Vegetable,11.9,6.3,19.5,80.7,0.0,45,10,1.8,40.24488936234971,0.9379,37.745681732947794,High,0.003,40.24488936234971,37.745681732947794,1,1.2107375811445171,False
2022-01-01,Onion,Vegetable,11.9,6.3,19.5,80.7,0.0,45,10,1.7,40.684334721059955,0.9379,38.15783753488213,High,0.003,40.684334721059955,38.15783753488213,1,1.1976599920847997,False
2022-01-01,Carrot,Vegetable,11.9,6.3,19.5,80.7,0.0,10,4,2.0,5.783440919526437,0.9379,5.424289238423845,High,0.003,5.783440919526437,5.424289238423845,1,1.8722418281203128,False
2022-01-01,Cabbage,Vegetable,11.9,6.3,19.5,80.7,0.0,14,4,2.1,7.790669714804312,0.9379,7.306869125514964,High,0.003,7.790669714804312,7.306869125514964,1,1.9458147444235183,False
2022-01-01,Cauliflower,Vegetable,11.9,6.3,19.5,80.7,0.0,7,4,2.2,3.7547767686993745,0.9379,3.521605131363143,High,0.003,3.7547767686993745,3.521605131363143,1,2.0186552934877975,False
2022-01-01,Banana,Fruit,11.9,6.3,19.5,80.7,0.0,4,14,2.3,4.764560400569483,0.9172,4.37005479940233,High,0.004,4.764560400569483,4.37005479940233,1,0.909045040017189,False
2022-01-01,Apple,Fruit,11.9,6.3,19.5,80.7,0.0,25,4,2.0,14.458602298816093,0.9172,13.26143002847412,High,0.004,14.458602298816093,13.26143002847412,1,1.8722418281203128,False
2022-01-01,Mango,Fruit,11.9,6.3,19.5,80.7,0.0,6,13,2.4,6.606546361044196,0.9172,6.059524322349737,High,0.004,6.606546361044196,6.059524322349737,1,0.983388240232246,False
2022-01-01,Orange,Fruit,11.9,6.3,19.5,80.7,0.0,20,4,2.0,11.566881839052874,0.9172,10.609144022779295,High,0.004,11.566881839052874,10.609144022779295,1,1.8722418281203128,False
2022-01-01,Grapes,Fruit,11.9,6.3,19.5,80.7,0.0,7,4,2.3,3.625209000433302,0.9172,3.3250416951974247,High,0.004,3.625209000433302,3.3250416951974247,1,2.0908035920395345,False
2022-01-01,Bread,Bakery,11.9,6.3,19.5,80.7,0.0,4,20,2.0,7.012845770528281,0.9172,6.432182140728539,High,0.004,7.012845770528281,6.432182140728539,1,0.6176094757711645,False
2022-01-01,Rice,Staple,11.9,6.3,19.5,80.7,0.0,365,25,1.5,620.8295981744391,0.9793,607.9784254922281,High,0.001,620.8295981744391,607.9784254922281,1,0.6366030246659592,False
2022-01-01,Dal,Staple,11.9,6.3,19.5,80.7,0.0,365,25,1.5,620.8295981744391,0.9793,607.9784254922281,High,0.001,620.8295981744391,607.9784254922281,1,0.6366030246659592,False
2022-01-02,Milk,Dairy,12.7,7.5,19.7,80.9,0.0,6,4,2.0,3.282881103782219,0.9582,3.145656673644122,High,0.002,3.282881103782219,3.145656673644122,1,1.9804555189371569,False
2022-01-02,Paneer,Dairy,12.7,7.5,19.7,80.9,0.0,4,4,2.2,2.0144303638743497,0.9582,1.9302271746644015,High,0.002,2.0144303638743497,1.9302271746644015,1,2.1516752714467917,True
2022-01-02,Curd,Dairy,12.7,7.5,19.7,80.9,0.0,8,4,2.0,4.377174805042959,0.9582,4.194208898192163,High,0.002,4.377174805042959,4.194208898192163,1,1.9804555189371569,False
2022-01-02,Eggs,Dairy,12.7,7.5,19.7,80.9,0.0,14,4,1.9,8.009629045985667,0.9582,7.6748265518634655,High,0.002,8.009629045985667,7.6748265518634655,1,1.8940202989304769,False
2022-01-02,Spinach,LeafyVegetable,12.7,7.5,19.7,80.9,0.0,3,5,2.5,1.481519759035825,0.8745999999999999,1.2957371812527323,High,0.006,1.481519759035825,1.2957371812527323,1,2.1942333068278654,True
2022-01-02,Coriander,LeafyVegetable,12.7,7.5,19.7,80.9,0.0,2,5,2.5,0.9876798393572166,0.8745999999999999,0.8638247875018216,High,0.006,0.9876798393572166,0.8638247875018216,1,2.1942333068278654,True
2022-01-02,Tomato,Vegetable,12.7,7.5,19.7,80.9,0.0,6,15,2.2,7.192973610561473,0.9373,6.741974165179268,High,0.003,7.192973610561473,6.741974165179268,1,0.9038820871598464,False
2022-01-02,Potato,Vegetable,12.7,7.5,19.7,80.9,0.0,45,10,1.8,38.39626119910301,0.9373,35.98881562191925,High,0.003,38.39626119910301,35.98881562191925,1,1.2699673998764014,False
2022-01-02,Onion,Vegetable,12.7,7.5,19.7,80.9,0.0,45,10,1.7,38.99341797378807,0.9373,36.54853066683156,High,0.003,38.99341797378807,36.54853066683156,1,1.2505187422343564,False
2022-01-02,Carrot,Vegetable,12.7,7.5,19.7,80.9,0.0,10,4,2.0,5.471468506303698,0.9373,5.128407430958457,High,0.003,5.471468506303698,5.128407430958457,1,1.9804555189371569,False
2022-01-02,Cabbage,Vegetable,12.7,7.5,19.7,80.9,0.0,14,4,2.1,7.341710397776288,0.9373,6.881385155835715,High,0.003,7.341710397776288,6.881385155835715,1,2.0663304840510905,False
2022-01-02,Cauliflower,Vegetable,12.7,7.5,19.7,80.9,0.0,7,4,2.2,3.525253136780112,0.9373,3.304219765103999,High,0.003,3.525253136780112,3.304219765103999,1,2.1516752714467917,False
2022-01-02,Banana,Fruit,12.7,7.5,19.7,80.9,0.0,4,14,2.3,4.457430803850704,0.9164,4.084789588648785,High,0.004,4.457430803850704,4.084789588648785,1,0.9723987181709206,False
2022-01-02,Apple,Fruit,12.7,7.5,19.7,80.9,0.0,25,4,2.0,13.678671265759244,0.9164,12.53513434794177,High,0.004,13.678671265759244,12.53513434794177,1,1.9804555189371569,False
2022-01-02,Mango,Fruit,12.7,7.5,19.7,80.9,0.0,6,13,2.4,6.159672012160111,0.9164,5.644723431943525,High,0.004,6.159672012160111,5.644723431943525,1,1.0555107458911568,False
2022-01-02,Orange,Fruit,12.7,7.5,19.7,80.9,0.0,20,4,2.0,10.942937012607397,0.9164,10.028107478353418,High,0.004,10.942937012607397,10.028107478353418,1,1.9804555189371569,False
2022-01-02,Grapes,Fruit,12.7,7.5,19.7,80.9,0.0,7,4,2.3,3.391523437712492,0.9164,3.1079920783197275,High,0.004,3.391523437712492,3.1079920783197275,1,2.2365170517931174,False
2022-01-02,Bread,Bakery,12.7,7.5,19.7,80.9,0.0,4,20,2.0,6.634556366515534,0.9164,6.079907454274836,High,0.004,6.634556366515534,6.079907454274836,1,0.6533066810428539,False
2022-01-02,Rice,Staple,12.7,7.5,19.7,80.9,0.0,365,25,1.5,601.0147258946223,0.9791,588.4535181234247,High,0.001,601.0147258946223,588.4535181234247,1,0.6580770536217222,False
2022-01-02,Dal,Staple,12.7,7.5,19.7,80.9,0.0,365,25,1.5,601.0147258946223,0.9791,588.4535181234247,High,0.001,601.0147258946223,588.4535181234247,1,0.6580770536217222,False
2022-01-03,Milk,Dairy,13.8,7.5,20.6,76.1,0.0,6,4,2.0,3.0418784393700875,0.9678,2.94392995362237,High,0.002,3.0418784393700875,2.94392995362237,1,2.0994921813254632,True
2022-01-03,Paneer,Dairy,13.8,7.5,20.6,76.1,0.0,4,4,2.2,1.8470802478827395,0.9678,1.787604263900915,High,0.002,1.8470802478827395,1.787604263900915,1,2.305043327099825,True
2022-01-03,Curd,Dairy,13.8,7.5,20.6,76.1,0.0,8,4,2.0,4.055837919160116,0.9678,3.92523993816316,High,0.002,4.055837919160116,3.92523993816316,1,2.0994921813254632,False
2022-01-03,Eggs,Dairy,13.8,7.5,20.6,76.1,0.0,14,4,1.9,7.463619775769997,0.9678,7.223291218990203,High,0.002,7.463619775769997,7.223291218990203,1,1.996564729674034,False
2022-01-03,Spinach,LeafyVegetable,13.8,7.5,20.6,76.1,0.0,3,5,2.5,1.3394732566355412,0.9034,1.2100801400445478,High,0.006,1.3394732566355412,1.2100801400445478,1,2.3839221755129385,True
2022-01-03,Coriander,LeafyVegetable,13.8,7.5,20.6,76.1,0.0,2,5,2.5,0.8929821710903608,0.9034,0.806720093363032,High,0.006,0.8929821710903608,0.806720093363032,1,2.3839221755129385,True
2022-01-03,Tomato,Vegetable,13.8,7.5,20.6,76.1,0.0,6,15,2.2,6.59541263767339,0.9517,6.276854207273765,High,0.003,6.59541263767339,6.276854207273765,1,0.9683093918219008,False
2022-01-03,Potato,Vegetable,13.8,7.5,20.6,76.1,0.0,45,10,1.8,35.99224710639487,0.9517,34.253821571155996,High,0.003,35.99224710639487,34.253821571155996,1,1.3307865957468876,False
2022-01-03,Onion,Vegetable,13.8,7.5,20.6,76.1,0.0,45,10,1.7,36.78255759322766,0.9517,35.00596006147476,High,0.003,36.78255759322766,35.00596006147476,1,1.30219329851111,False
2022-01-03,Carrot,Vegetable,13.8,7.5,20.6,76.1,0.0,10,4,2.0,5.069797398950145,0.9517,4.824926184580853,High,0.003,5.069797398950145,4.824926184580853,1,2.0994921813254632,False
2022-01-03,Cabbage,Vegetable,13.8,7.5,20.6,76.1,0.0,14,4,2.1,6.766329251191778,0.9517,6.439515548359215,High,0.003,6.766329251191778,6.439515548359215,1,2.2023167136561272,False
2022-01-03,Cauliflower,Vegetable,13.8,7.5,20.6,76.1,0.0,7,4,2.2,3.2323904337947944,0.9517,3.0762659758425057,High,0.003,3.2323904337947944,3.0762659758425057,1,2.305043327099825,False
2022-01-03,Banana,Fruit,13.8,7.5,20.6,76.1,0.0,4,14,2.3,4.06719081450596,0.9356,3.805263726051776,High,0.004,4.06719081450596,3.805263726051776,1,1.0468158968138233,False
2022-01-03,Apple,Fruit,13.8,7.5,20.6,76.1,0.0,25,4,2.0,12.674493497375364,0.9356,11.858256116144393,High,0.004,12.674493497375364,11.858256116144393,1,2.0994921813254632,False
2022-01-03,Mango,Fruit,13.8,7.5,20.6,76.1,0.0,6,13,2.4,5.594153140419235,0.9356,5.233889678176236,High,0.004,5.594153140419235,5.233889678176236,1,1.141620516938761,False
2022-01-03,Orange,Fruit,13.8,7.5,20.6,76.1,0.0,20,4,2.0,10.13959479790029,0.9356,9.486604892915512,High,0.004,10.13959479790029,9.486604892915512,1,2.0994921813254632,False
2022-01-03,Grapes,Fruit,13.8,7.5,20.6,76.1,0.0,7,4,2.3,3.094601706689317,0.9356,2.895309356778525,High,0.004,3.094601706689317,2.895309356778525,1,2.407676562671793,True
2022-01-03,Bread,Bakery,13.8,7.5,20.6,76.1,0.0,4,20,2.0,6.1475007251520495,0.9356,5.751601678452257,High,0.004,6.1475007251520495,5.751601678452257,1,0.6925741354661971,False
2022-01-03,Rice,Staple,13.8,7.5,20.6,76.1,0.0,365,25,1.5,574.7977700440242,0.9839,565.5435259463154,High,0.001,574.7977700440242,565.5435259463154,1,0.675900325727158,False
2022-01-03,Dal,Staple,13.8,7.5,20.6,76.1,0.0,365,25,1.5,574.7977700440242,0.9839,565.5435259463154,High,0.001,574.7977700440242,565.5435259463154,1,0.675900325727158,False
2022-01-04,Milk,Dairy,15.8,9.8,22.5,71.1,0.0,6,4,2.0,2.6481089888719644,0.9778,2.5893209693190067,High,0.002,2.6481089888719644,2.5893209693190067,0,2.3663678596058646,True
2022-01-04,Paneer,Dairy,15.8,9.8,22.5,71.1,0.0,4,4,2.2,1.5776157303655984,0.9778,1.5425926611514822,High,0.002,1.5776157303655984,1.5425926611514822,0,2.648046618444834,True
2022-01-04,Curd,Dairy,15.8,9.8,22.5,71.1,0.0,8,4,2.0,3.530811985162619,0.9778,3.4524279590920086,High,0.002,3.530811985162619,3.4524279590920086,0,2.3663678596058646,False
2022-01-04,Eggs,Dairy,15.8,9.8,22.5,71.1,0.0,14,4,1.9,6.5644566779865,0.9778,6.4187257397352,High,0.002,6.5644566779865,6.4187257397352,0,2.2273892139516485,False
2022-01-04,Spinach,LeafyVegetable,15.8,9.8,22.5,71.1,0.0,3,5,2.5,1.1151827560409524,0.9334,1.040911584488625,High,0.006,1.1151827560409524,1.040911584488625,0,2.8095843331753785,True
2022-01-04,Coriander,LeafyVegetable,15.8,9.8,22.5,71.1,0.0,2,5,2.5,0.7434551706939683,0.9334,0.69394105632575,High,0.006,0.7434551706939683,0.69394105632575,0,2.8095843331753785,True
2022-01-04,Tomato,Vegetable,15.8,9.8,22.5,71.1,0.0,6,15,2.2,5.633229383169798,0.9667,5.445642844710244,High,0.003,5.633229383169798,5.445642844710244,0,1.1123992249848556,False
2022-01-04,Potato,Vegetable,15.8,9.8,22.5,71.1,0.0,45,10,1.8,32.00033028418014,0.9667,30.934719285716938,High,0.003,32.00033028418014,30.934719285716938,0,1.468672341273746,False
2022-01-04,Onion,Vegetable,15.8,9.8,22.5,71.1,0.0,45,10,1.7,33.07898227633505,0.9667,31.97745216653309,High,0.003,33.07898227633505,31.97745216653309,0,1.4207813168914425,False
2022-01-04,Carrot,Vegetable,15.8,9.8,22.5,71.1,0.0,10,4,2.0,4.4135149814532735,0.9667,4.26654493257088,High,0.003,4.4135149814532735,4.26654493257088,0,2.3663678596058646,False
2022-01-04,Cabbage,Vegetable,15.8,9.8,22.5,71.1,0.0,14,4,2.1,5.833232245886431,0.9667,5.638985612098413,High,0.003,5.833232245886431,5.638985612098413,0,2.5066034376243267,False
2022-01-04,Cauliflower,Vegetable,15.8,9.8,22.5,71.1,0.0,7,4,2.2,2.7608275281397976,0.9667,2.668891971452742,High,0.003,2.7608275281397976,2.668891971452742,0,2.648046618444834,True
2022-01-04,Banana,Fruit,15.8,9.8,22.5,71.1,0.0,4,14,2.3,3.44309480305412,0.9556,3.290221393798517,High,0.004,3.44309480305412,3.290221393798517,0,1.2133270324983074,False
2022-01-04,Apple,Fruit,15.8,9.8,22.5,71.1,0.0,25,4,2.0,11.033787453633185,0.9556,10.54388729069187,High,0.004,11.033787453633185,10.54388729069187,0,2.3663678596058646,False
2022-01-04,Mango,Fruit,15.8,9.8,22.5,71.1,0.0,6,13,2.4,4.695610906702226,0.9556,4.487125782444647,High,0.004,4.695610906702226,4.487125782444647,0,1.3345228394149369,False
2022-01-04,Orange,Fruit,15.8,9.8,22.5,71.1,0.0,20,4,2.0,8.827029962906547,0.9556,8.435109832553497,High,0.004,8.827029962906547,8.435109832553497,0,2.3663678596058646,False
2022-01-04,Grapes,Fruit,15.8,9.8,22.5,71.1,0.0,7,4,2.3,2.619746045802048,0.9556,2.5034293213684373,High,0.004,2.619746045802048,2.5034293213684373,0,2.790652174746107,True
2022-01-04,Bread,Bakery,15.8,9.8,22.5,71.1,0.0,4,20,2.0,5.351710219144448,0.9556,5.114094285414435,High,0.004,5.351710219144448,5.114094285414435,0,0.7806102776371648,False
